=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-1-27_14-1-13
====================================================================================
14:1:13 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
14:1:13 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
14:1:13 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
14:1:13 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
14:1:13 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
14:1:13 | Building Sets Loaded: 3
14:1:13 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
14:2:13 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
14:4:14 | Player "Potapycz" (steamId=76561199050258395) connected to server!
14:6:2 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) connected to server!
14:11:59 | Player "[BERSERKY]Taras" (steamId=76561198309039860) connected to server!
14:31:7 | Player "ZhEkAn" (steamId=76561198300337064) connected to server!
15:6:59 | Player "[BERSERKY]Taras" (steamId=76561198309039860) initiated disconnect process...
15:7:0 | Player "[BERSERKY]Taras" (steamId=76561198309039860) disconnected early from server (EXIT NOW).
15:7:4 | Player "[BERSERKY]Taras" (steamId=76561198309039860) disconnected from server.
15:13:8 | Player "HvaRan" (steamId=76561199768403272) connected to server!
15:13:11 | Player "Harpy" (steamId=76561199319603335) connected to server!
15:14:41 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) initiated disconnect process...
15:14:46 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) disconnected from server.
15:15:3 | Player "ZhEkAn" (steamId=76561198300337064) initiated disconnect process...
15:15:5 | Player "ZhEkAn" (steamId=76561198300337064) disconnected early from server (EXIT NOW).
15:15:8 | Player "ZhEkAn" (steamId=76561198300337064) disconnected from server.
15:22:39 | Player "ZhEkAn" (steamId=76561198300337064) connected to server!
15:22:44 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) connected to server!
15:52:7 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) initiated disconnect process...
15:52:12 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) disconnected from server.
15:54:3 | Player "ZhEkAn" (steamId=76561198300337064) initiated disconnect process...
15:54:8 | Player "ZhEkAn" (steamId=76561198300337064) disconnected from server.
15:55:55 | Player "[BERSERKY]Taras" (steamId=76561198309039860) connected to server!
15:56:48 | Player "ZhEkAn" (steamId=76561198300337064) connected to server!
15:56:52 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) connected to server!
16:9:21 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
16:9:26 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
16:13:29 | Player "Potapycz" (steamId=76561199050258395) initiated disconnect process...
16:13:34 | Player "Potapycz" (steamId=76561199050258395) aborted logout process [canceledLogout]
17:21:39 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
17:29:15 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
17:29:16 | Player "BodyaBo" (steamId=76561199339736526) disconnected early from server (EXIT NOW).
17:29:20 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
17:29:41 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
17:39:22 | Player "Harpy" (steamId=76561199319603335) initiated disconnect process...
17:39:27 | Player "Harpy" (steamId=76561199319603335) disconnected from server.
17:43:21 | Player "[BERSERKY]Taras" (steamId=76561198309039860) initiated disconnect process...
17:43:23 | Player "[BERSERKY]Taras" (steamId=76561198309039860) disconnected early from server (EXIT NOW).
17:43:26 | Player "[BERSERKY]Taras" (steamId=76561198309039860) disconnected from server.
17:53:7 | Player "Harpy" (steamId=76561199319603335) connected to server!
17:55:6 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
17:55:7 | Player "BodyaBo" (steamId=76561199339736526) disconnected early from server (EXIT NOW).
17:55:11 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
17:58:0 | Player "HvaRan" (steamId=76561199768403272) initiated disconnect process...
17:58:0 | Player "Potapycz" (steamId=76561199050258395) initiated disconnect process...
17:58:0 | Player "ZhEkAn" (steamId=76561198300337064) initiated disconnect process...
17:58:0 | Player "Harpy" (steamId=76561199319603335) initiated disconnect process...
17:58:0 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) initiated disconnect process...
