=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-1-5_16-56-8
====================================================================================
16:56:8 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
16:56:8 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
16:56:8 | [PermissionManager] Perm (FreeCamera) has been registered!
16:56:8 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
16:56:8 | [PermissionManager] Perm (MenuItemManager) has been registered!
16:56:8 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
16:56:8 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
16:56:8 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
16:56:8 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
16:56:8 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
16:56:8 | [PermissionManager] Perm (MenuServerManager) has been registered!
16:56:8 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
16:56:8 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
16:56:8 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
16:56:8 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
16:56:8 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
16:56:8 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
16:56:8 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
16:56:8 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
16:56:8 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
16:56:8 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
16:56:8 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
16:56:8 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
16:56:8 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
16:56:8 | [PermissionManager] Perm (MenuObjectManager) has been registered!
16:56:8 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
16:56:8 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
16:56:8 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
16:56:8 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
16:56:8 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
16:56:8 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
16:56:8 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
16:56:8 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
16:56:8 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
16:56:8 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
16:56:8 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
16:56:8 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
16:56:8 | [PermissionManager] Perm (MenuBansManager) has been registered!
16:56:8 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
16:56:8 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
16:56:8 | [PermissionManager] Perm (MenuWebHooks) has been registered!
16:56:8 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
16:56:8 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
16:56:8 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
16:56:8 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
16:56:8 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
16:56:8 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
16:56:8 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
16:56:8 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
16:56:8 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
16:56:8 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
16:56:8 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
16:56:8 | [PermissionManager] Perm (EspToolsMenu) has been registered!
16:56:8 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
16:56:8 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
16:56:8 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
16:56:8 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
16:56:8 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
16:56:8 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
16:56:8 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
16:56:8 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
16:56:8 | [PermissionManager] Adding Super Admin (76561198104182080)
16:56:8 | [PermissionManager] Loaded UserGroups.json
16:56:8 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
16:56:8 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
16:56:8 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
16:56:8 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
16:56:8 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
16:56:8 | Building Sets Loaded: 0
16:56:8 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
16:56:8 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
16:57:20 | Player "VoMa" (steamId=76561198104182080) connected to server!
16:58:11 | [WeatherManager] Send Data Count is 0
16:59:16 | "VoMa" (steamid=76561198104182080) /heal used on: "VoMa" (steamid=76561198104182080)
17:1:1 | "VoMa" (steamid=76561198104182080) toggled godmode
17:1:14 | "VoMa" (steamid=76561198104182080) /heal used on: "VoMa" (steamid=76561198104182080)
17:1:33 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4647.252441, 338.999969, 10315.009766>)
17:1:34 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4255.766113, 339.756256, 10238.391602>)
17:1:35 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4255.104980, 340.663025, 10237.770508>)
17:1:37 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4251.242676, 338.999969, 10249.639648>)
17:1:37 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4252.963867, 339.008881, 10259.170898>)
17:1:38 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4256.904785, 339.026215, 10268.024414>)
17:1:38 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4258.704102, 339.082916, 10277.152344>)
17:1:38 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4258.829590, 339.179413, 10286.604492>)
17:1:39 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4256.975586, 339.207397, 10296.526367>)
17:1:39 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4254.951172, 339.210022, 10306.714844>)
17:1:39 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4261.073242, 339.209991, 10311.191406>)
17:1:40 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4268.092773, 339.210022, 10315.253906>)
17:2:45 | Player "VoMa" (steamId=76561198104182080) initiated disconnect process...
