=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-2-10_10-1-5
====================================================================================
10:1:5 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
10:1:5 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
10:1:5 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
10:1:5 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
10:1:5 | Building Sets Loaded: 7
10:1:5 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
10:2:6 | Player "HUNTER2091" (steamId=76561198859579000) connected to server!
10:2:20 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
10:2:22 | Player "kirovmv77" (steamId=76561199109588867) connected to server!
10:3:2 | Player "Mk_Jackson" (steamId=76561199076505655) connected to server!
10:11:21 | Player "DerUN" (steamId=76561198446044338) connected to server!
10:21:54 | Player "DerUN" (steamId=76561198446044338) initiated disconnect process...
10:21:56 | Player "DerUN" (steamId=76561198446044338) disconnected early from server (EXIT NOW).
10:21:59 | Player "DerUN" (steamId=76561198446044338) disconnected from server.
11:0:2 | Player "HUNTER2091" (steamId=76561198859579000) initiated disconnect process...
11:0:2 | Player "HUNTER2091" (steamId=76561198859579000) aborted logout process [canceledLogout]
11:1:12 | Player "HUNTER2091" (steamId=76561198859579000) initiated disconnect process...
11:1:13 | Player "HUNTER2091" (steamId=76561198859579000) aborted logout process [canceledLogout]
11:35:1 | Player "Ecyuki" (steamId=76561198101958849) connected to server!
11:43:56 | Player "DerUN" (steamId=76561198446044338) connected to server!
11:46:10 | Player "Ecyuki" (steamId=76561198101958849) disconnected from server.
11:46:10 | Player "Ecyuki" (steamId=76561198101958849) initiated disconnect process...
11:58:9 | Player "Mk_Jackson" (steamId=76561199076505655) initiated disconnect process...
11:58:11 | Player "HUNTER2091" (steamId=76561198859579000) initiated disconnect process...
11:58:14 | Player "Mk_Jackson" (steamId=76561199076505655) disconnected from server.
11:58:16 | Player "HUNTER2091" (steamId=76561198859579000) disconnected from server.
11:58:39 | Player "DerUN" (steamId=76561198446044338) initiated disconnect process...
11:58:44 | Player "DerUN" (steamId=76561198446044338) disconnected from server.
12:12:23 | Player "HUNTER2091" (steamId=76561198859579000) connected to server!
12:12:33 | Player "Mk_Jackson" (steamId=76561199076505655) connected to server!
12:22:2 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
12:22:7 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
12:37:57 | Player "kirovmv77" (steamId=76561199109588867) initiated disconnect process...
12:38:2 | Player "kirovmv77" (steamId=76561199109588867) disconnected from server.
12:51:54 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
12:55:55 | Player "kirovmv77" (steamId=76561199109588867) connected to server!
13:39:53 | Player "kirovmv77" (steamId=76561199109588867) initiated disconnect process...
13:39:58 | Player "kirovmv77" (steamId=76561199109588867) disconnected from server.
13:58:0 | Player "HUNTER2091" (steamId=76561198859579000) initiated disconnect process...
13:58:0 | Player "Mk_Jackson" (steamId=76561199076505655) initiated disconnect process...
13:58:0 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
