=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-2-7_10-1-16
====================================================================================
10:1:16 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
10:1:16 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
10:1:16 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
10:1:16 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
10:1:16 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
10:1:16 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
10:1:16 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
10:1:16 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
10:1:16 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
10:1:16 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
10:1:16 | [PermissionManager] Perm (MenuBansManager) has been registered!
10:1:16 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
10:1:16 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
10:1:16 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
10:1:16 | [PermissionManager] Perm (MenuWebHooks) has been registered!
10:1:16 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
10:1:16 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
10:1:16 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
10:1:16 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
10:1:16 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
10:1:16 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
10:1:16 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
10:1:16 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
10:1:16 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
10:1:16 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
10:1:16 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
10:1:16 | [PermissionManager] Perm (EspToolsMenu) has been registered!
10:1:16 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
10:1:16 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
10:1:16 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
10:1:16 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
10:1:16 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
10:1:16 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
10:1:16 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
10:1:16 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
10:1:16 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
10:1:16 | [PermissionManager] Adding Super Admin (76561198104182080)
10:1:16 | [PermissionManager] Loaded UserGroups.json
10:1:16 | [PermissionManager] Perm (RZ_AdminCarForm_VPP) has been registered!
10:1:16 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
10:1:16 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
10:1:16 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
10:1:16 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
10:1:16 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
10:1:16 | Building Sets Loaded: 7
10:1:17 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
10:10:9 | Player "VoMa" (steamId=76561198104182080) connected to server!
10:12:7 | "VoMa" (steamid=76561198104182080) toggled godmode
10:35:45 | Player "VoMa" (steamId=76561198104182080) initiated disconnect process...
10:35:47 | Player "VoMa" (steamId=76561198104182080) disconnected early from server (EXIT NOW).
10:35:50 | Player "VoMa" (steamId=76561198104182080) disconnected from server.
11:36:12 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
12:8:37 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
12:8:42 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
12:16:0 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
12:56:3 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
12:56:8 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
