=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-2-13_14-1-9
====================================================================================
14:1:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
14:1:9 | [PermissionManager] Perm (MenuBansManager) has been registered!
14:1:9 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
14:1:9 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
14:1:9 | [PermissionManager] Perm (MenuWebHooks) has been registered!
14:1:9 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
14:1:9 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
14:1:9 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
14:1:9 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
14:1:9 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
14:1:9 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
14:1:9 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
14:1:9 | [PermissionManager] Adding Super Admin (76561198104182080)
14:1:9 | [PermissionManager] Loaded UserGroups.json
14:1:9 | [PermissionManager] Perm (RZ_AdminCarForm_VPP) has been registered!
14:1:9 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
14:1:9 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
14:1:9 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
14:1:9 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
14:1:9 | Building Sets Loaded: 7
14:1:9 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
14:2:14 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
14:2:21 | Player "Rebenovihs" (steamId=76561199209747263) connected to server!
14:3:8 | Player "AMEPIKAHEC" (steamId=76561199425145642) connected to server!
14:3:15 | Player "Butch" (steamId=76561199023755511) connected to server!
14:8:0 | Player "AMEPIKAHEC" (steamId=76561199425145642) initiated disconnect process...
14:11:15 | Player "AMEPIKAHEC" (steamId=76561199425145642) connected to server!
14:27:8 | Player "AMEPIKAHEC" (steamId=76561199425145642) initiated disconnect process...
14:27:10 | Player "AMEPIKAHEC" (steamId=76561199425145642) disconnected early from server (EXIT NOW).
14:27:14 | Player "AMEPIKAHEC" (steamId=76561199425145642) disconnected from server.
14:28:28 | Player "AMEPIKAHEC" (steamId=76561199425145642) connected to server!
14:35:38 | Player "AMEPIKAHEC" (steamId=76561199425145642) initiated disconnect process...
14:35:39 | Player "AMEPIKAHEC" (steamId=76561199425145642) disconnected early from server (EXIT NOW).
14:35:43 | Player "AMEPIKAHEC" (steamId=76561199425145642) disconnected from server.
14:40:36 | Player "Rebenovihs" (steamId=76561199209747263) initiated disconnect process...
14:40:41 | Player "Rebenovihs" (steamId=76561199209747263) disconnected from server.
14:50:2 | Player "AMEPIKAHEC" (steamId=76561199425145642) connected to server!
14:57:19 | Player "AMEPIKAHEC" (steamId=76561199425145642) initiated disconnect process...
14:57:21 | Player "AMEPIKAHEC" (steamId=76561199425145642) disconnected early from server (EXIT NOW).
14:57:24 | Player "AMEPIKAHEC" (steamId=76561199425145642) disconnected from server.
15:5:22 | Player "AMEPIKAHEC" (steamId=76561199425145642) connected to server!
15:7:45 | Player "Rebenovihs" (steamId=76561199209747263) connected to server!
15:22:41 | Player "Mk_Jackson" (steamId=76561199076505655) connected to server!
15:48:19 | Player "Rebenovihs" (steamId=76561199209747263) initiated disconnect process...
15:48:24 | Player "Rebenovihs" (steamId=76561199209747263) disconnected from server.
15:57:7 | Player "Rebenovihs" (steamId=76561199209747263) connected to server!
16:9:58 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
16:10:1 | Player "BodyaBo" (steamId=76561199339736526) aborted logout process [canceledLogout]
16:10:14 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
16:10:16 | Player "BodyaBo" (steamId=76561199339736526) disconnected early from server (EXIT NOW).
16:10:19 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
16:20:26 | Player "Mk_Jackson" (steamId=76561199076505655) initiated disconnect process...
16:20:29 | Player "Mk_Jackson" (steamId=76561199076505655) disconnected early from server (EXIT NOW).
16:20:31 | Player "Mk_Jackson" (steamId=76561199076505655) disconnected from server.
16:51:46 | Player "kirovmv77" (steamId=76561199109588867) connected to server!
16:54:20 | Player "Rebenovihs" (steamId=76561199209747263) initiated disconnect process...
16:54:25 | Player "Rebenovihs" (steamId=76561199209747263) disconnected from server.
17:5:30 | Player "Moon" (steamId=76561199485344583) connected to server!
17:9:38 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
17:28:32 | Player "PieceDuck" (steamId=76561198161108074) connected to server!
17:50:6 | Player "AMEPIKAHEC" (steamId=76561199425145642) initiated disconnect process...
17:50:8 | Player "AMEPIKAHEC" (steamId=76561199425145642) disconnected early from server (EXIT NOW).
17:50:11 | Player "AMEPIKAHEC" (steamId=76561199425145642) disconnected from server.
17:53:40 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (CP_Bagger)
17:57:6 | Player "Butch" (steamId=76561199023755511) initiated disconnect process...
17:57:8 | Player "Butch" (steamId=76561199023755511) aborted logout process [canceledLogout]
17:57:55 | Player "Butch" (steamId=76561199023755511) initiated disconnect process...
17:58:0 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
17:58:0 | Player "Moon" (steamId=76561199485344583) initiated disconnect process...
17:58:0 | Player "kirovmv77" (steamId=76561199109588867) initiated disconnect process...
17:58:0 | Player "PieceDuck" (steamId=76561198161108074) initiated disconnect process...
17:58:0 | Player "Butch" (steamId=76561199023755511) disconnected early from server (EXIT NOW).
17:58:0 | Player "Butch" (steamId=76561199023755511) disconnected from server.
