=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-1-25_10-1-17
====================================================================================
10:1:17 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
10:1:17 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
10:1:17 | [PermissionManager] Perm (MenuBansManager) has been registered!
10:1:17 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
10:1:17 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
10:1:17 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
10:1:17 | [PermissionManager] Perm (MenuWebHooks) has been registered!
10:1:17 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
10:1:17 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
10:1:17 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
10:1:17 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
10:1:17 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
10:1:17 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
10:1:17 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
10:1:17 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
10:1:17 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
10:1:17 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
10:1:17 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
10:1:17 | [PermissionManager] Perm (EspToolsMenu) has been registered!
10:1:17 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
10:1:17 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
10:1:17 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
10:1:17 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
10:1:17 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
10:1:17 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
10:1:17 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
10:1:17 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
10:1:17 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
10:1:17 | [PermissionManager] Adding Super Admin (76561198104182080)
10:1:17 | [PermissionManager] Loaded UserGroups.json
10:1:17 | [PermissionManager] Perm (RZ_AdminCarForm_VPP) has been registered!
10:1:17 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
10:1:17 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
10:1:17 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
10:1:17 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
10:1:17 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
10:1:17 | Building Sets Loaded: 3
10:1:17 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
10:2:23 | Player "donhuan" (steamId=76561198138305012) connected to server!
10:7:17 | Player "ZhEkAn" (steamId=76561198300337064) connected to server!
10:9:59 | Player "[BERSERKY]Taras" (steamId=76561198309039860) connected to server!
10:26:18 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) connected to server!
10:37:35 | Player "donhuan" (steamId=76561198138305012) initiated disconnect process...
10:37:40 | Player "donhuan" (steamId=76561198138305012) disconnected from server.
11:6:22 | Player "donhuan" (steamId=76561198138305012) connected to server!
11:8:55 | Player "donhuan" (steamId=76561198138305012) initiated disconnect process...
11:8:57 | Player "donhuan" (steamId=76561198138305012) disconnected early from server (EXIT NOW).
11:9:0 | Player "donhuan" (steamId=76561198138305012) disconnected from server.
11:10:20 | Player "donhuan" (steamId=76561198138305012) connected to server!
11:12:18 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
12:18:30 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) initiated disconnect process...
12:18:35 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) disconnected from server.
12:21:14 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) connected to server!
12:26:32 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) initiated disconnect process...
12:26:37 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) disconnected from server.
12:26:56 | Player "donhuan" (steamId=76561198138305012) initiated disconnect process...
12:27:1 | Player "donhuan" (steamId=76561198138305012) disconnected from server.
12:30:37 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) connected to server!
12:33:37 | Player "ZhEkAn" (steamId=76561198300337064) initiated disconnect process...
12:33:42 | Player "ZhEkAn" (steamId=76561198300337064) disconnected from server.
12:51:8 | Player "Moon" (steamId=76561199485344583) connected to server!
12:58:6 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) initiated disconnect process...
12:58:11 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) disconnected from server.
13:4:56 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) connected to server!
13:9:45 | Player "[BERSERKY]Taras" (steamId=76561198309039860) initiated disconnect process...
13:9:50 | Player "[BERSERKY]Taras" (steamId=76561198309039860) aborted logout process [canceledLogout]
13:20:37 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
13:20:38 | Player "BodyaBo" (steamId=76561199339736526) disconnected early from server (EXIT NOW).
13:20:42 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
13:31:3 | Player "VoMa" (steamId=76561198104182080) connected to server!
13:31:25 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
13:49:13 | Player "[BERSERKY]Taras" (steamId=76561198309039860) initiated disconnect process...
13:49:16 | Player "[BERSERKY]Taras" (steamId=76561198309039860) disconnected early from server (EXIT NOW).
13:49:18 | Player "[BERSERKY]Taras" (steamId=76561198309039860) disconnected from server.
13:57:49 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
13:57:54 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
13:58:4 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) initiated disconnect process...
13:58:9 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) disconnected from server.
13:58:21 | Player "Moon" (steamId=76561199485344583) initiated disconnect process...
13:58:26 | Player "Moon" (steamId=76561199485344583) disconnected from server.
13:58:28 | Player "VoMa" (steamId=76561198104182080) initiated disconnect process...
