=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-1-13_22-3-42
====================================================================================
22:3:42 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
22:3:42 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
22:3:42 | [PermissionManager] Perm (FreeCamera) has been registered!
22:3:42 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
22:3:42 | [PermissionManager] Perm (MenuItemManager) has been registered!
22:3:42 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
22:3:42 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
22:3:42 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
22:3:42 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
22:3:42 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
22:3:42 | [PermissionManager] Perm (MenuServerManager) has been registered!
22:3:42 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
22:3:42 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
22:3:42 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
22:3:42 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
22:3:42 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
22:3:42 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
22:3:42 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
22:3:42 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
22:3:42 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
22:3:42 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
22:3:42 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
22:3:42 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
22:3:42 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
22:3:42 | [PermissionManager] Perm (MenuObjectManager) has been registered!
22:3:42 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
22:3:42 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
22:3:42 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
22:3:42 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
22:3:42 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
22:3:42 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
22:3:42 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
22:3:42 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
22:3:42 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
22:3:42 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
22:3:42 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
22:3:42 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
22:3:42 | [PermissionManager] Perm (MenuBansManager) has been registered!
22:3:42 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
22:3:42 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
22:3:42 | [PermissionManager] Perm (MenuWebHooks) has been registered!
22:3:42 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
22:3:42 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
22:3:42 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
22:3:42 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
22:3:42 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
22:3:42 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
22:3:42 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
22:3:42 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
22:3:42 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
22:3:42 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
22:3:42 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
22:3:42 | [PermissionManager] Perm (EspToolsMenu) has been registered!
22:3:42 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
22:3:42 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
22:3:42 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
22:3:42 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
22:3:42 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
22:3:42 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
22:3:42 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
22:3:42 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
22:3:42 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
22:3:42 | [PermissionManager] Adding Super Admin (76561198104182080)
22:3:42 | [PermissionManager] Loaded UserGroups.json
22:3:42 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
22:3:42 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
22:3:42 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
22:3:42 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
22:3:42 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
22:3:42 | Building Sets Loaded: 1
22:3:42 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
22:4:43 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) connected to server!
22:4:49 | Player "ZhEkAn" (steamId=76561198300337064) connected to server!
22:6:30 | Player "PieceDuck" (steamId=76561198161108074) connected to server!
22:10:4 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (PartyTent)
22:10:15 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (ExpansionCodeLock)
22:10:30 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (MediumTent)
22:11:39 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (CarTent)
22:12:31 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (ExpansionCodeLock)
22:12:44 | Player "PieceDuck" (steamId=76561198161108074) initiated disconnect process...
22:15:32 | Player "PieceDuck" (steamId=76561198161108074) connected to server!
22:16:9 | Player "[BERSERKY]BarakObama" (steamId=76561199335652483) connected to server!
22:16:59 | "PieceDuck" (steamid=76561198161108074) deleted objects using ESP
22:38:14 | Player "VoMa" (steamId=76561198104182080) connected to server!
22:41:6 | "VoMa" (steamid=76561198104182080) Spawned Item: (Mag_MKII_10Rnd)
22:41:6 | "VoMa" (steamid=76561198104182080) Spawned Item: (Mag_MKII_10Rnd)
22:41:6 | "VoMa" (steamid=76561198104182080) Spawned Item: (Mag_MKII_10Rnd)
22:41:6 | "VoMa" (steamid=76561198104182080) Spawned Item: (Mag_MKII_10Rnd)
22:41:7 | "VoMa" (steamid=76561198104182080) Spawned Item: (Mag_MKII_10Rnd)
22:41:7 | "VoMa" (steamid=76561198104182080) Spawned Item: (Mag_MKII_10Rnd)
22:41:7 | "VoMa" (steamid=76561198104182080) Spawned Item: (Mag_MKII_10Rnd)
22:41:7 | "VoMa" (steamid=76561198104182080) Spawned Item: (Mag_MKII_10Rnd)
22:41:8 | "VoMa" (steamid=76561198104182080) Spawned Item: (Mag_MKII_10Rnd)
22:45:47 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8230.902344, 469.304718, 9020.433594>)
22:45:49 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8219.958984, 470.186646, 9016.268555>)
22:45:50 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8215.592773, 470.644897, 9006.864258>)
22:46:21 | "PieceDuck" (steamid=76561198161108074) just updated a health stat on (steamid=76561199335652483)
22:47:33 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) initiated disconnect process...
22:47:38 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) disconnected from server.
22:48:13 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) connected to server!
22:48:48 | "PieceDuck" (steamid=76561198161108074) just updated a health stat on (steamid=76561199335652483)
22:49:52 | "VoMa" (steamid=76561198104182080) deleted object "SCWS_Uni_Suppressor_Black" (pos=<8568.333008, 402.364105, 9123.350586>)
22:52:2 | "PieceDuck" (steamid=76561198161108074) just updated a health stat on (steamid=76561199335652483)
22:53:6 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (TerjeInjectorRabinucoline)
22:53:31 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (TerjeInjectorReanimatal)
22:53:37 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (TerjeInjectorReanimatal)
22:53:57 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (TerjeInjectorReanimatal)
22:54:1 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (TerjeInjectorReanimatal)
22:54:39 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (TerjeInjectorReanimatal)
22:54:40 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (TerjeInjectorReanimatal)
23:5:2 | Player "ZhEkAn" (steamId=76561198300337064) initiated disconnect process...
23:5:7 | Player "ZhEkAn" (steamId=76561198300337064) disconnected from server.
23:8:59 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) initiated disconnect process...
23:9:4 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) disconnected from server.
23:9:8 | Player "[BERSERKY]BarakObama" (steamId=76561199335652483) initiated disconnect process...
23:9:11 | Player "[BERSERKY]BarakObama" (steamId=76561199335652483) disconnected early from server (EXIT NOW).
23:9:13 | Player "[BERSERKY]BarakObama" (steamId=76561199335652483) disconnected from server.
23:10:10 | "PieceDuck" (steamid=76561198161108074) gave godmode to (steamid=76561198161108074)
23:10:11 | "PieceDuck" (steamid=76561198161108074) gave unlimited ammo to (steamid=76561198161108074)
23:10:20 | "76561198161108074" (steamid=76561198161108074) teleported to (pos=<7670.779785, 297.502930, 14411.900391>)
23:10:20 | "PieceDuck": (steamid=76561198161108074) teleported to (pos=7670.78,0,14411.9)
23:10:41 | "PieceDuck" (steamid=76561198161108074) toggled freecam
23:11:54 | "PieceDuck" (steamid=76561198161108074) toggled freecam
23:12:3 | "76561198161108074" (steamid=76561198161108074) teleported to (pos=<8477.009766, 223.520294, 14189.200195>)
23:12:3 | "PieceDuck": (steamid=76561198161108074) teleported to (pos=8477.01,0,14189.2)
23:12:7 | "76561198161108074" (steamid=76561198161108074) teleported to (pos=<8397.049805, 215.825836, 14075.000000>)
23:12:7 | "PieceDuck": (steamid=76561198161108074) teleported to (pos=8397.05,0,14075)
23:12:7 | "76561198161108074" (steamid=76561198161108074) teleported to (pos=<8391.339844, 215.792068, 14075.000000>)
23:12:7 | "PieceDuck": (steamid=76561198161108074) teleported to (pos=8391.34,0,14075)
23:12:8 | "PieceDuck" (steamid=76561198161108074) toggled freecam
23:13:49 | "PieceDuck" (steamid=76561198161108074) teleported to crosshair (pos=<8226.229492, 469.304718, 9024.156250>)
23:14:19 | "PieceDuck" (steamid=76561198161108074) toggled freecam
23:14:26 | "PieceDuck" (steamid=76561198161108074) /refuel used on self.
23:14:35 | "PieceDuck" (steamid=76561198161108074) deleted object "JeepGladiator_Wheel_Destroyed" (pos=<8220.141602, 469.487823, 9032.646484>)
23:14:37 | "PieceDuck" (steamid=76561198161108074) /refuel used on self.
23:14:47 | "PieceDuck" (steamid=76561198161108074) deleted object "JeepGladiator_Wheel_Destroyed" (pos=<8220.160156, 469.487823, 9032.621094>)
23:15:0 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (JeepGladiator_Wheel)
23:21:23 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (Jeep_GladiatorF9_BOSS_Gold)
23:21:46 | "PieceDuck" (steamid=76561198161108074) Spawned Item: (CarLock)
23:23:12 | "PieceDuck" (steamid=76561198161108074) toggled godmode
23:27:47 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8328.683594, 448.142029, 9107.955078>)
23:27:49 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8296.044922, 457.324066, 9095.626953>)
23:27:49 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8281.903320, 461.501923, 9088.694336>)
23:27:50 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8273.178711, 463.977753, 9084.481445>)
23:27:50 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8257.523438, 465.619690, 9076.633789>)
23:27:51 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8244.397461, 466.896790, 9070.230469>)
23:27:51 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8234.065430, 468.502777, 9065.278320>)
23:27:51 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8226.390625, 469.335114, 9060.263672>)
23:27:52 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8223.919922, 469.395844, 9047.901367>)
23:27:55 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8224.174805, 469.305450, 9028.950195>)
23:27:57 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8219.674805, 470.186646, 9017.479492>)
23:27:58 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8214.295898, 470.644897, 9009.744141>)
23:27:59 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8213.832031, 470.646332, 8999.703125>)
23:30:7 | Player "PieceDuck" (steamId=76561198161108074) initiated disconnect process...
23:30:8 | Player "PieceDuck" (steamId=76561198161108074) disconnected early from server (EXIT NOW).
23:30:12 | Player "PieceDuck" (steamId=76561198161108074) disconnected from server.
23:30:43 | Player "VoMa" (steamId=76561198104182080) initiated disconnect process...
23:30:45 | Player "VoMa" (steamId=76561198104182080) disconnected early from server (EXIT NOW).
23:30:49 | Player "VoMa" (steamId=76561198104182080) disconnected from server.
