=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-1-6_19-13-7
====================================================================================
19:13:7 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
19:13:7 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
19:13:7 | [PermissionManager] Perm (FreeCamera) has been registered!
19:13:7 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
19:13:7 | [PermissionManager] Perm (MenuItemManager) has been registered!
19:13:7 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
19:13:7 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
19:13:7 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
19:13:7 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
19:13:7 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
19:13:7 | [PermissionManager] Perm (MenuServerManager) has been registered!
19:13:7 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
19:13:7 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
19:13:7 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
19:13:7 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
19:13:7 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
19:13:7 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
19:13:7 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
19:13:7 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
19:13:7 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
19:13:7 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
19:13:7 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
19:13:7 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
19:13:7 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
19:13:7 | [PermissionManager] Perm (MenuObjectManager) has been registered!
19:13:7 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
19:13:7 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
19:13:7 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
19:13:7 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
19:13:7 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
19:13:7 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
19:13:7 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
19:13:7 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
19:13:7 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
19:13:7 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
19:13:7 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
19:13:7 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
19:13:7 | [PermissionManager] Perm (MenuBansManager) has been registered!
19:13:7 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
19:13:7 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
19:13:7 | [PermissionManager] Perm (MenuWebHooks) has been registered!
19:13:7 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
19:13:7 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
19:13:7 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
19:13:7 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
19:13:7 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
19:13:7 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
19:13:7 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
19:13:7 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
19:13:7 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
19:13:7 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
19:13:7 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
19:13:7 | [PermissionManager] Perm (EspToolsMenu) has been registered!
19:13:7 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
19:13:7 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
19:13:7 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
19:13:7 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
19:13:7 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
19:13:7 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
19:13:7 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
19:13:7 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
19:13:7 | [PermissionManager] Adding Super Admin (76561198104182080)
19:13:7 | [PermissionManager] Loaded UserGroups.json
19:13:7 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
19:13:7 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
19:13:7 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
19:13:7 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
19:13:7 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
19:13:7 | Building Sets Loaded: 0
19:13:7 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
19:13:7 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
19:15:11 | Player "VoMa" (steamId=76561198104182080) connected to server!
19:15:18 | "VoMa" (steamid=76561198104182080) toggled godmode
19:15:48 | "VoMa" (steamid=76561198104182080) toggled freecam
19:16:1 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4298.260742, 275.241058, 12035.004883>)
19:16:3 | "VoMa" (steamid=76561198104182080) toggled freecam
19:16:15 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4306.114746, 276.041656, 12019.138672>)
19:16:16 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4312.361816, 276.760529, 12005.213867>)
19:16:16 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4315.612305, 277.394775, 11996.756836>)
19:16:16 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4315.486328, 277.835876, 11987.202148>)
19:16:17 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4316.275391, 277.794769, 11979.369141>)
19:16:36 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4333.926270, 277.672424, 11971.444336>)
19:16:37 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4351.141113, 277.204498, 11963.745117>)
19:16:37 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4379.000977, 275.720306, 11956.923828>)
19:16:37 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4407.744629, 273.989990, 11950.404297>)
19:16:38 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4507.845215, 263.559418, 11928.729492>)
19:16:38 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4535.090332, 262.358948, 11921.618164>)
19:16:39 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4580.184570, 259.221832, 11920.482422>)
19:16:39 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4607.842773, 258.410156, 11910.802734>)
19:16:40 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4651.011230, 257.130310, 11908.772461>)
19:16:40 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4670.528809, 256.979401, 11904.151367>)
19:16:41 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4698.774902, 256.302094, 11903.513672>)
19:16:41 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<4712.817871, 255.994720, 11904.328125>)
19:17:39 | "VoMa" (steamid=76561198104182080) Spawned Item: (WaterBottle)
