=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-1-19_10-2-9
====================================================================================
10:2:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
10:2:9 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
10:2:9 | [PermissionManager] Perm (FreeCamera) has been registered!
10:2:9 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
10:2:9 | [PermissionManager] Perm (MenuItemManager) has been registered!
10:2:9 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
10:2:9 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
10:2:9 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
10:2:9 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
10:2:9 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
10:2:9 | [PermissionManager] Perm (MenuServerManager) has been registered!
10:2:9 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
10:2:9 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
10:2:9 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
10:2:9 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
10:2:9 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
10:2:9 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
10:2:9 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
10:2:9 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
10:2:9 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
10:2:9 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
10:2:9 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
10:2:9 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
10:2:9 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
10:2:9 | [PermissionManager] Perm (MenuObjectManager) has been registered!
10:2:9 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
10:2:9 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
10:2:9 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
10:2:9 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
10:2:9 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
10:2:9 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
10:2:9 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
10:2:9 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
10:2:9 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
10:2:9 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
10:2:9 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
10:2:9 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
10:2:9 | [PermissionManager] Perm (MenuBansManager) has been registered!
10:2:9 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
10:2:9 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
10:2:9 | [PermissionManager] Perm (MenuWebHooks) has been registered!
10:2:9 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
10:2:9 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
10:2:9 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
10:2:9 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
10:2:9 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
10:2:9 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
10:2:9 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
10:2:9 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
10:2:9 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
10:2:9 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
10:2:9 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
10:2:9 | [PermissionManager] Perm (EspToolsMenu) has been registered!
10:2:9 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
10:2:9 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
10:2:9 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
10:2:9 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
10:2:9 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
10:2:9 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
10:2:9 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
10:2:9 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
10:2:9 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
10:2:9 | [PermissionManager] Adding Super Admin (76561198104182080)
10:2:9 | [PermissionManager] Loaded UserGroups.json
10:2:9 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
10:2:9 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
10:2:9 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
10:2:9 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
10:2:9 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
10:2:9 | Building Sets Loaded: 1
10:2:9 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
10:4:51 | Player "ZhEkAn" (steamId=76561198300337064) connected to server!
10:6:38 | Player "Moon" (steamId=76561199485344583) connected to server!
10:9:43 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) connected to server!
10:25:36 | Player "RONIN" (steamId=76561198369198661) connected to server!
10:36:8 | Player "ZhEkAn" (steamId=76561198300337064) initiated disconnect process...
10:36:13 | Player "ZhEkAn" (steamId=76561198300337064) disconnected from server.
10:57:26 | Player "[BERSERKY] VoMa" (steamId=76561198104182080) connected to server!
10:57:35 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled godmode
10:57:54 | "76561198104182080" (steamid=76561198104182080) teleported to (pos=<12635.299805, 13.115644, 10051.700195>)
10:57:54 | "[BERSERKY] VoMa": (steamid=76561198104182080) teleported to (pos=12635.3,0,10051.7)
10:57:59 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled freecam
10:59:31 | "[BERSERKY] VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<12787.004883, 5.930645, 10103.333008>)
10:59:31 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled freecam
11:1:55 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled freecam
11:2:4 | "[BERSERKY] VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<12817.099609, 15.091314, 9971.932617>)
11:2:4 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled freecam
11:2:30 | "[BERSERKY] VoMa" (steamid=76561198104182080) Spawned Item: (Fireplace)
11:2:33 | "[BERSERKY] VoMa" (steamid=76561198104182080) Spawned Item: (Fireplace)
11:2:36 | "[BERSERKY] VoMa" (steamid=76561198104182080) Spawned Item: (FOREVER_FIREWOOD)
11:4:30 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled freecam
11:5:14 | "[BERSERKY] VoMa" (steamid=76561198104182080) deleted object "ZmbM_FirefighterNormal" (pos=<12820.977539, 9.200171, 9966.779297>)
11:5:17 | "[BERSERKY] VoMa" (steamid=76561198104182080) deleted object "ZmbM_NBC_Yellow" (pos=<12821.561523, 11.836848, 9973.002930>)
11:5:19 | "[BERSERKY] VoMa" (steamid=76561198104182080) deleted object "ZmbM_FirefighterNormal" (pos=<12819.073242, 11.833692, 9974.733398>)
11:5:39 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled freecam
11:6:31 | "[BERSERKY] VoMa" (steamid=76561198104182080) Spawned Item: (Lunchmeat_Opened)
11:6:32 | "[BERSERKY] VoMa" (steamid=76561198104182080) Spawned Item: (Lunchmeat_Opened)
11:9:56 | "[BERSERKY] VoMa" (steamid=76561198104182080) Spawned Item: (CargoPants_Blue)
11:13:16 | Player "RONIN" (steamId=76561198369198661) initiated disconnect process...
11:13:17 | "[BERSERKY] VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<12575.865234, 28.990913, 10129.734375>)
11:13:20 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled freecam
11:13:21 | Player "RONIN" (steamId=76561198369198661) disconnected from server.
11:13:30 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled freecam
11:13:39 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled freecam
11:13:39 | "[BERSERKY] VoMa" (steamid=76561198104182080) toggled freecam
11:14:0 | "76561198104182080" (steamid=76561198104182080) teleported to (pos=<8188.629883, 471.259003, 9052.759766>)
11:14:0 | "[BERSERKY] VoMa": (steamid=76561198104182080) teleported to (pos=8188.63,0,9052.76)
11:14:3 | "[BERSERKY] VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8201.519531, 470.105103, 9042.864258>)
11:14:5 | "[BERSERKY] VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<8214.920898, 470.193939, 9024.838867>)
11:14:10 | Player "[BERSERKY] VoMa" (steamId=76561198104182080) initiated disconnect process...
11:14:11 | Player "[BERSERKY] VoMa" (steamId=76561198104182080) disconnected early from server (EXIT NOW).
11:14:15 | Player "[BERSERKY] VoMa" (steamId=76561198104182080) disconnected from server.
11:18:48 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
11:54:9 | Player "RONIN" (steamId=76561198369198661) connected to server!
11:57:0 | Player "RONIN" (steamId=76561198369198661) initiated disconnect process...
11:57:5 | Player "RONIN" (steamId=76561198369198661) disconnected from server.
11:57:27 | Player "[BERSERKY]Taras" (steamId=76561198309039860) connected to server!
12:11:16 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
12:11:17 | Player "[BERSERKY]DeDAnGeL" (steamId=76561198019222339) initiated disconnect process...
