=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-2-12_14-1-9
====================================================================================
14:1:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
14:1:9 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
14:1:9 | [PermissionManager] Perm (MenuBansManager) has been registered!
14:1:9 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
14:1:9 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
14:1:9 | [PermissionManager] Perm (MenuWebHooks) has been registered!
14:1:9 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
14:1:9 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
14:1:9 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
14:1:9 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
14:1:9 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
14:1:9 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
14:1:9 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
14:1:9 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
14:1:9 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
14:1:9 | [PermissionManager] Adding Super Admin (76561198104182080)
14:1:9 | [PermissionManager] Loaded UserGroups.json
14:1:9 | [PermissionManager] Perm (RZ_AdminCarForm_VPP) has been registered!
14:1:9 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
14:1:9 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
14:1:9 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
14:1:9 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
14:1:9 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
14:1:9 | Building Sets Loaded: 7
14:1:9 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
14:2:10 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
14:4:1 | Player "Potapycz" (steamId=76561199050258395) connected to server!
14:5:28 | Player "Misha1120" (steamId=76561198278889068) connected to server!
14:10:0 | Player "HUNTER2091" (steamId=76561198859579000) connected to server!
14:13:26 | Player "kirovmv77" (steamId=76561199109588867) connected to server!
15:12:5 | Player "Potapycz" (steamId=76561199050258395) initiated disconnect process...
15:12:10 | Player "Potapycz" (steamId=76561199050258395) disconnected from server.
15:18:12 | Player "Misha1120" (steamId=76561198278889068) initiated disconnect process...
15:18:16 | Player "Misha1120" (steamId=76561198278889068) disconnected early from server (EXIT NOW).
15:18:17 | Player "Misha1120" (steamId=76561198278889068) disconnected from server.
15:19:32 | Player "Mk_Jackson" (steamId=76561199076505655) connected to server!
15:25:18 | Player "kirovmv77" (steamId=76561199109588867) initiated disconnect process...
15:25:23 | Player "kirovmv77" (steamId=76561199109588867) disconnected from server.
15:53:2 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
15:53:4 | Player "BodyaBo" (steamId=76561199339736526) disconnected early from server (EXIT NOW).
15:53:7 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
16:5:52 | Player "HUNTER2091" (steamId=76561198859579000) initiated disconnect process...
16:5:57 | Player "HUNTER2091" (steamId=76561198859579000) disconnected from server.
16:6:25 | Player "HUNTER2091" (steamId=76561198859579000) connected to server!
16:10:18 | Player "HUNTER2091" (steamId=76561198859579000) initiated disconnect process...
16:10:23 | Player "HUNTER2091" (steamId=76561198859579000) disconnected from server.
16:10:33 | Player "VoMa" (steamId=76561198104182080) connected to server!
16:12:11 | "76561198104182080" (steamid=76561198104182080) teleported to (pos=<5091.700195, 344.752838, 8694.740234>)
16:12:11 | "VoMa": (steamid=76561198104182080) teleported to (pos=5091.7,0,8694.74)
16:13:6 | Player "HUNTER2091" (steamId=76561198859579000) connected to server!
16:13:11 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5097.422852, 344.350616, 8650.185547>)
16:13:12 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5099.075684, 345.337891, 8636.096680>)
16:13:18 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5146.297852, 345.441010, 8653.663086>)
16:13:19 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5174.836426, 345.161469, 8671.018555>)
16:13:19 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5200.094238, 343.909698, 8689.863281>)
16:13:20 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5218.591309, 343.160278, 8701.606445>)
16:13:20 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5245.110352, 341.037170, 8718.320313>)
16:13:21 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5275.272461, 338.265137, 8737.306641>)
16:13:21 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5293.178711, 337.886383, 8748.149414>)
16:13:22 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5309.217773, 337.638184, 8752.625000>)
16:13:22 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5327.580566, 337.118622, 8757.185547>)
16:13:23 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5349.448730, 336.655579, 8763.726563>)
16:13:27 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5345.085449, 337.985321, 8779.803711>)
16:13:31 | "VoMa" (steamid=76561198104182080) /heal used on: "VoMa" (steamid=76561198104182080)
16:16:20 | "76561198104182080" (steamid=76561198104182080) teleported to (pos=<5356.689941, 337.244812, 8776.080078>)
16:16:20 | "VoMa": (steamid=76561198104182080) teleported to (pos=5356.69,0,8776.08)
16:17:11 | "VoMa" (steamid=76561198104182080) deleted object "TrackSuitJacket_Black" (pos=<5346.311523, 338.182892, 8772.081055>)
16:17:12 | "VoMa" (steamid=76561198104182080) deleted object "TrackSuitPants_Black" (pos=<5346.311523, 338.182922, 8772.200195>)
16:17:13 | "VoMa" (steamid=76561198104182080) deleted object "HipPack_Party" (pos=<5346.311523, 338.181458, 8771.933594>)
16:17:15 | "VoMa" (steamid=76561198104182080) deleted object "Land_House_2W02" (pos=<5342.281250, 342.218506, 8772.978516>)
16:18:34 | "VoMa" (steamid=76561198104182080) Spawned Item: (TerjeAmpouleZerivax)
16:22:8 | "VoMa" (steamid=76561198104182080) toggled freecam
16:22:11 | "VoMa" (steamid=76561198104182080) teleported to crosshair (pos=<5350.150391, 346.177368, 8770.696289>)
16:22:11 | "VoMa" (steamid=76561198104182080) toggled freecam
16:22:14 | Player "VoMa" (steamId=76561198104182080) initiated disconnect process...
16:22:16 | Player "VoMa" (steamId=76561198104182080) disconnected early from server (EXIT NOW).
16:22:19 | Player "VoMa" (steamId=76561198104182080) disconnected from server.
16:50:10 | Player "Mk_Jackson" (steamId=76561199076505655) initiated disconnect process...
16:50:13 | Player "Mk_Jackson" (steamId=76561199076505655) disconnected early from server (EXIT NOW).
16:50:15 | Player "Mk_Jackson" (steamId=76561199076505655) disconnected from server.
16:56:58 | Player "Mk_Jackson" (steamId=76561199076505655) connected to server!
17:10:10 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
17:32:3 | Player "AMEPIKAHEC" (steamId=76561199425145642) connected to server!
17:38:38 | Player "AMEPIKAHEC" (steamId=76561199425145642) initiated disconnect process...
17:38:39 | Player "AMEPIKAHEC" (steamId=76561199425145642) disconnected early from server (EXIT NOW).
17:38:43 | Player "AMEPIKAHEC" (steamId=76561199425145642) disconnected from server.
17:47:15 | Player "AMEPIKAHEC" (steamId=76561199425145642) connected to server!
17:48:0 | Player "AMEPIKAHEC" (steamId=76561199425145642) initiated disconnect process...
17:54:22 | Player "AMEPIKAHEC" (steamId=76561199425145642) connected to server!
17:56:50 | Player "HUNTER2091" (steamId=76561198859579000) initiated disconnect process...
17:56:53 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
17:56:55 | Player "HUNTER2091" (steamId=76561198859579000) disconnected from server.
17:56:58 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
17:57:31 | Player "BodyaBo" (steamId=76561199339736526) connected to server!
17:57:39 | Player "BodyaBo" (steamId=76561199339736526) initiated disconnect process...
17:57:40 | Player "BodyaBo" (steamId=76561199339736526) disconnected early from server (EXIT NOW).
17:57:44 | Player "BodyaBo" (steamId=76561199339736526) disconnected from server.
17:58:0 | Player "Mk_Jackson" (steamId=76561199076505655) initiated disconnect process...
17:58:0 | Player "AMEPIKAHEC" (steamId=76561199425145642) initiated disconnect process...
